nome,genero,presença_plenario,ausencia_justificada_plenario,ausencia_plenario,presenca_comissao,ausencia_justificada_comissao,ausencia_comissao,data_nascimento,quant_viagem,salario_bruto_par,gasto_total_par,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par ,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab ,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab,gasto_total_gab
NEY LEPREVOST NETO,M,58,6,2,51,4,0,26/10/1973,0,"33.763,00","250.300,45",28018.44,32989.51,37760.39,35739.57,26480.21,19925.20,69342.63,44.50,0,0,0,0,0.00,0.00,0.00,76475.21,102555.61,109080.88,109944.25,111055.51,110166.27,111194.37,0,0,730472.10
MISAEL ARTUR FERREIRA VARELLA,M,72,16,4,2,2,9,27/11/1959,0,"33.763,00","294.347,22",40550.65,28772.67,39473.99,36515.71,55694.58,22863.70,26098.84,7892.07,4772.84,31712.17,0,0,111649.87,111538.32,111538.32,111538.32,111538.32,111538.32,111538.32,111538.32,111463.71,109877.65,0,0,1113759.47
ANTONIO CARLOS NICOLETTI,M,75,1,16,59,0,31,21/07/1981,0,"33.763,00","369.112,29",38016.72,67484.95,68546.23,46662.93,44145.52,29902.09,21903.43,14408.35,16165.84,21876.23,0,0,106715.96,104753.67,100268.19,104648.11,102051.33,104582.59,104199.41,104950.39,104708.15,104708.15,0,0,1041585.95
MILTON COELHO DA SILVA NETO,M,73,7,12,13,3,10,21/12/1964,0,"33.763,00","406.028,75",41372.83,54381.30,41283.16,61001.85,69046.75,36898.77,32238.51,31948.13,25293.35,11642.39,921.71,0,98440.42,99358.12,99358.12,99628.66,106925.15,98996.63,107236.13,110253.98,110995.68,111066.80,0,0,1042259.69
NEREU CRISPIM,M,76,15,1,36,16,14,21/07/1963,0,"33.763,00","417.797,69",52892.77,67730.02,46926.51,36681.89,35764.37,43612.55,21861.94,16947.45,12156.21,82241.98,982.00,0,109332.85,110197.30,111617.15,111498.26,111444.57,109844.51,108850.50,107832.63,108701.27,108613.75,0,0,1097932.79
NELSON NED PREVIDENTE,M,79,9,4,20,0,0,14/02/1960,0,"33.763,00","322.542,80",51552.78,56554.42,57033.13,51660.97,58746.46,6365.91,10378.00,3887.61,6650.92,19712.60,0,0,110616.22,110616.22,110616.22,110616.22,110616.22,110616.22,102405.85,66158.10,63594.02,84862.71,0,0,980718.00
MERLONG SOLANO NOGUEIRA,M,83,8,1,49,5,14,17/09/1958,0,"33.763,00","320.190,30",32534.86,34007.17,65910.85,49741.86,44576.54,33550.37,18790.80,882.39,2003.60,36053.54,2138.32,0,111514.07,111514.07,109889.21,108365.90,108365.90,108365.90,111006.30,111514.07,109968.51,110758.00,0,0,1101261.93
MILTON VIEIRA PINTO,M,76,9,7,20,5,10,16/09/1962,0,"33.763,00","284.680,47",15104.76,24431.95,43074.46,32806.86,43685.44,26364.39,34727.21,27787.62,22992.52,13705.26,0,0,109457.78,109457.78,106894.46,106497.63,106497.63,109984.28,110730.78,111653.57,111653.57,111581.37,0,0,1094408.85
NERI GELLER,M,60,14,18,25,7,18,07/11/1968,1,"33.763,00","322.194,69",26016.06,29783.49,39536.45,41096.72,45632.52,37712.93,29857.26,35665.64,22036.30,14232.16,625.16,0,111647.55,111647.55,111647.55,111647.55,111647.55,111647.55,111647.55,105317.58,111647.55,110634.76,0,0,1109132.74
MAURO RIBEIRO LOPES,M,84,0,8,20,0,24,24/05/1936,0,"33.763,00","327.838,68",29210.99,42786.99,43725.40,42443.21,51164.98,31636.03,29963.37,26198.94,19363.50,11345.27,0,0,111241.16,111241.16,111038.05,110514.27,111241.16,111241.16,111241.16,104860.70,98879.02,109466.00,0,0,1090963.84
MIGUEL LOMBARDI,M,92,0,0,58,0,13,29/01/1964,0,"33.763,00","217.790,83",21529.06,20198.21,30632.06,38065.72,45564.65,12768.86,16882.42,10720.35,11587.90,7771.10,2070.50,0,110285.02,110027.91,108913.76,108699.50,108742.35,110027.91,110185.82,111659.62,111659.62,111659.62,0,0,1101861.13
MAURO NAZIF RASUL,M,91,0,1,36,0,25,30/01/1959,0,"33.763,00","100.784,53",4235.25,3815.58,13417.43,17031.41,26117.27,21453.99,8734.30,4519.14,1.25,1437.89,21.02,0,110974.34,110974.34,110974.34,110974.34,110974.34,110869.40,110263.46,110130.21,110974.34,110974.34,0,0,1108083.45
CARLOS MAURO BENEVIDES FILHO,M,88,4,0,28,1,0,09/03/1959,1,"33.763,00","250.985,52",21129.13,18098.14,36566.13,44445.37,32089.23,29659.65,21607.31,13765.35,7891.60,25733.61,0,0,93447.35,99891.99,102672.10,105278.45,105278.45,105278.45,103707.60,97162.37,97162.37,97162.37,0,0,1007041.50
MARX BELTRÃO LIMA SIQUEIRA,M,83,6,3,32,4,24,28/11/1979,0,"33.763,00","277.419,97",43947.39,60863.33,59802.08,39037.85,24587.92,13236.05,13919.02,2757.69,198.65,19069.99,0,0,111500.15,105630.21,108240.46,111402.45,111417.01,111417.01,111417.01,111387.27,111301.75,111301.75,0,0,1105015.07
MARLON ARATOR SANTOS DA ROSA,M,63,9,20,7,4,3,25/09/1975,0,"33.763,00","332.608,80",24466.62,19158.58,27520.14,82930.62,59334.20,35941.42,30893.15,15236.67,14231.43,21646.27,1249.70,0,111188.97,111502.04,111502.04,111502.04,111502.04,109087.84,111502.04,111502.04,111502.04,104960.35,0,0,1105751.44
MARIO S. M. NEGROMONTE JR.,M,71,19,2,7,8,7,31/08/1980,0,"33.763,00","283.467,05",26386.19,33065.98,33489.75,58105.20,54891.47,26596.75,27166.91,10040.39,1001.41,12723.00,0,0,111647.56,111647.56,111647.56,111647.56,111647.55,111647.55,111647.55,111647.55,111647.55,111647.55,0,0,1116475.54
ANTONIO DA CRUZ FILGUEIRA NETO,M,76,12,4,17,13,16,25/04/1992,0,"33.763,00","418.146,78",52702.54,51161.51,54284.92,48630.65,43394.41,32253.04,34492.26,31643.88,27540.63,40896.06,1146.88,0,111586.84,110907.07,111283.58,111283.58,111283.58,111283.58,111283.58,111283.58,111283.58,111283.58,0,0,1112762.55
MARCOS ANTONIO PEREIRA,M,79,13,0,32,6,2,04/04/1972,0,"33.763,00","171.024,01",33000.03,21288.53,42830.84,19781.81,31532.05,17820.20,2744.05,883.19,735.01,149.50,258.80,0,111386.70,111386.70,111386.70,111386.70,111386.70,111180.66,109193.42,111386.70,111386.70,111386.70,0,0,1111467.68
MÁRIO LÚCIO HERINGER,M,78,3,11,38,2,22,30/09/1954,0,"33.763,00","274.347,68",35777.47,30872.80,52890.28,44007.32,33664.82,25044.69,27897.92,11606.96,7490.70,5000.00,94.72,0,108960.32,108960.32,110437.25,111355.11,110648.37,110896.10,110606.09,111538.27,111538.27,111538.27,0,0,1106478.37
MAURÍCIO ALEXANDRE DZIEDRICKI,M,90,1,1,11,8,20,26/07/1979,0,"33.763,00","378.904,42",28557.96,41243.96,59588.36,44634.78,61628.19,34814.58,28693.50,28155.60,27746.72,23740.77,100.00,0,111082.77,111611.06,111268.24,110282.65,109535.38,108881.43,102269.49,108505.54,111074.03,110218.46,0,0,1094729.05
MARCOS AURÉLIO  PÁDUA RIBEIRO GONÇALVES DE SAMPAIO,M,86,3,3,3,5,45,19/09/1991,0,"33.763,00","305.743,52",37229.73,45797.72,35296.78,47661.27,43605.72,29896.24,19412.64,13864.08,13561.10,19248.24,170.00,0,111453.36,111453.36,111453.36,111453.36,110719.20,111453.36,110990.79,110945.59,110315.41,107940.85,0,0,1108178.64
DIONILSO MATEUS MARCON,M,82,1,9,41,5,6,21/09/1964,0,"33.763,00","358.429,31",33805.52,34685.04,46776.77,67340.35,43567.04,42706.44,25113.89,25890.66,17413.91,19958.86,1170.83,0,111534.30,110974.31,110974.31,110974.31,111019.51,111334.03,110348.97,111528.69,111623.40,111623.40,0,0,1111935.23
MARCO AURELIO BERTAIOLLI,M,88,1,3,26,0,3,30/04/1968,0,"33.763,00","206.196,99",28128.86,30235.56,22907.70,47414.10,40248.99,17222.16,7514.38,7024.35,3337.00,2163.89,0,0,104253.35,107457.85,110229.17,106982.17,106721.56,95359.26,95003.00,95003.00,95003.00,94241.84,0,0,1010254.20
MÁRCIO CARLOS MARINHO,M,74,11,7,21,5,6,12/12/1970,1,"33.763,00","374.168,50",28608.42,24612.71,87100.11,35803.17,42787.11,34980.07,29850.24,23287.44,12853.57,54226.75,58.91,0,111538.42,111538.42,111538.42,111538.42,111304.79,104295.83,108413.15,103411.20,97135.73,95876.46,0,0,1066590.84
MÁRCIO COSTA MACÊDO,M,52,1,1,8,2,4,18/09/1970,0,"33.763,00","164.177,85",16787.66,27268.99,38765.68,38156.83,35940.77,7257.92,0,0,0,0,0,0,0.00,46665.52,53660.67,87537.03,101530.81,110745.63,111392.65,0,0,0,0,0,511532.31
LUIZ ANTONIO C. C. CORRÊA DA SILVA,M,92,0,0,15,2,12,27/12/1940,0,"33.763,00","331.524,33",26760.26,53909.91,51960.94,55507.32,43817.25,22011.84,15741.50,14642.31,13891.12,32316.67,965.21,0,111465.47,111465.47,110744.43,111390.88,111157.09,111068.18,108984.95,110976.29,111271.35,110764.95,0,0,1109289.06
LUIS HENRIQUE DE OLIVEIRA RESENDE,M,65,27,0,0,0,1,23/07/1971,0,"33.763,00","206.108,29",24380.40,19630.04,16280.70,21384.26,23717.87,83724.33,12724.71,1434.48,1630.48,246.71,954.31,0,102787.88,107579.52,107414.98,106200.45,102578.95,103260.32,87097.78,88793.47,86249.93,84639.17,0,0,976602.45
LUIS CLAUDIO FERNANDES MIRANDA,M,91,1,0,65,0,0,27/03/1980,0,"33.763,00","193.112,43",16743.53,33704.02,30605.59,26090.58,21766.24,23916.74,17430.46,16138.85,4746.41,1632.81,337.20,0,106579.01,108384.08,109890.74,110052.17,110052.17,108853.56,107084.79,108333.76,106788.74,106788.74,0,0,1082807.76
LUCIANO DUCCI,M,,,,,,,23/03/1955,0,"33.763,00","325.541,91",46474.19,48810.14,35792.35,32052.26,47967.64,31152.19,36214.31,17713.75,17321.87,12043.21,0,0,109566.95,109566.95,109566.95,109566.97,107107.37,108864.14,110895.38,110895.38,110895.38,110895.38,0,0,1097820.85
LUCAS DE CASTRO SANTOS,M,67,25,0,19,12,58,08/04/1987,0,"33.763,00","221.649,05",22480.50,18432.79,22998.58,21079.17,26003.40,20905.29,18201.85,23018.52,21902.15,26626.80,0,0,111617.15,111617.15,111617.15,111617.15,111617.15,111617.15,109647.32,110427.08,110907.87,111653.56,0,0,1112338.73
LUCAS DE VASCONCELOS GONZALEZ,M,88,2,2,31,1,15,21/12/1988,0,"33.763,00","134.290,69",14001.15,13315.11,17768.47,23175.15,28588.17,17992.12,7639.28,4616.15,6645.82,549.27,0,0,68437.72,62951.08,63166.33,67438.96,71384.50,74468.04,66881.33,62426.29,60148.68,79772.15,0,0,677075.08
LUCIANO CALDAS BIVAR,M,51,41,0,0,0,0,29/11/1944,0,"33.763,00","181.122,12",18381.42,23290.80,31445.95,19048.08,43618.09,14831.36,14148.53,7726.22,8624.62,7.05,0,0,91073.95,93911.18,93911.18,88454.35,95106.71,98832.14,103178.96,109418.54,111356.48,111356.48,0,0,996599.97
LUCIO ANTONIO MOSQUINI,M,65,18,9,7,10,4,23/07/1969,1,"33.763,00","314.351,91",22814.86,37943.72,37277.68,33863.39,52954.34,60039.82,35256.76,13602.35,5303.46,14782.79,512.74,0,103573.81,103573.81,104259.44,105167.90,105078.15,105577.36,103610.02,109603.64,107559.68,107026.06,0,0,1055029.87
LUCAS BELLO REDECKER,M,85,4,3,49,4,2,26/05/1981,0,"33.763,00","297.418,30",18366.95,19763.29,37306.39,48214.90,50732.70,27914.60,43469.68,18833.03,14310.90,17733.59,772.27,0,111417.00,110962.07,109414.50,108345.27,110762.68,110962.07,110758.96,110962.07,110962.07,111152.85,0,0,1105699.54
LOURIVAL GOMES DE ALMEIDA,M,86,3,3,14,2,5,22/07/1955,0,"33.763,00","305.112,88",14519.64,25717.22,37716.76,46990.20,74614.42,33015.39,23533.31,15875.95,17628.00,15501.99,0,0,111124.38,110908.22,111228.05,111285.85,111586.93,111489.89,110688.82,111413.02,111471.72,104496.00,0,0,1105692.88
LOESTER CARLOS GOMES DE SOUZA,M,66,1,25,8,0,0,21/09/1982,0,"33.763,00","423.873,94",51222.08,55278.77,68803.71,41378.22,24009.95,28151.93,27178.56,45367.11,40789.46,41485.31,208.84,0,108697.08,108954.19,109105.86,109798.14,111299.32,95357.90,101706.13,105392.98,105314.71,102987.41,0,0,1058613.72
JOSÉ LEÔNIDAS DE MENEZES CRISTINO,M,85,7,0,48,5,18,03/06/1957,0,"33.763,00","274.420,32",32267.47,34350.83,36617.13,40189.49,36516.96,25613.05,35368.62,14652.50,7798.15,10416.12,630.00,0,95364.13,97315.51,97580.89,100457.10,101325.85,102548.80,102548.80,102548.80,102548.80,102548.80,0,0,1004787.48
LINCOLN DINIZ PORTELA,M,86,5,1,9,0,0,03/11/1953,0,"33.763,00","301.526,94",24877.94,37260.00,27687.95,33349.11,37659.28,37644.95,32037.05,27785.28,19637.79,23587.59,0,0,111204.76,111204.76,111204.76,110871.12,105937.25,106809.84,108941.95,109398.07,109763.49,110179.61,0,0,1095515.61
ELIEL MÁRCIO DO CARMO,M,79,5,8,12,1,20,26/10/1973,0,"33.763,00","270.991,89",31696.46,33415.26,37481.58,36954.21,40691.83,31408.70,21963.05,10012.55,6213.10,20620.89,534.26,0,111342.23,108446.45,105583.01,110106.32,109512.89,108231.60,106012.51,105725.06,103118.90,106095.00,0,0,1074173.97
LEUR ANTONIO DE BRITTO LOMANTO JUNIOR,M,82,6,4,29,11,43,28/10/1976,0,"33.763,00","350.229,30",30310.76,39689.23,42708.93,44491.12,47331.80,40167.99,35099.32,30877.77,25534.48,13973.40,44.50,0,111466.21,110033.89,110033.89,110625.91,111513.95,110154.40,103839.72,109962.87,110185.54,107974.85,0,0,1095791.23
JOSÉ LEONARDO COSTA MONTEIRO,M,90,2,0,78,2,31,09/10/1951,0,"33.763,00","370.539,54",30287.88,38974.45,44293.05,49461.68,42783.49,32773.39,37659.13,39429.92,28141.96,26644.63,89.96,0,111277.54,111461.68,111544.44,111544.44,111544.44,111549.09,111399.39,111591.36,111580.80,111580.80,0,0,1115073.98
LEONARDO CUNHA DE BRITO,M,86,4,2,36,5,9,13/04/1979,0,"33.763,00","413.000,11",64865.56,69430.57,43427.25,44023.23,56266.09,40451.85,28627.98,32993.68,24136.85,7953.55,823.50,0,104448.63,109685.94,109463.10,109785.38,109997.68,108567.57,109778.55,109943.69,110738.33,111550.55,0,0,1093959.42
LAFAYETTE LUIZ DOORGAL DE ANDRADA,M,87,5,0,59,0,27,17/10/1966,0,"33.763,00","376.915,21",29251.73,39861.64,52826.59,42134.64,41334.11,44226.72,44285.13,35678.49,26632.12,17517.31,3166.73,0,111544.46,111544.46,111544.46,111544.46,111263.26,110390.91,109863.03,108952.78,109202.03,108791.53,0,0,1104641.38
LEONARDO BARRETO DE MORAES,M,81,8,3,61,5,1,11/01/1984,0,"33.763,00","221.298,78",13458.24,17561.59,41858.77,39472.79,46876.47,27265.70,10199.77,4604.15,1514.89,18486.41,0,0,109730.68,109730.68,104705.05,78211.65,98387.94,102628.37,103449.01,93605.55,69793.32,88648.62,0,0,958890.87
LAERCIO JOSÉ DE OLIVEIRA,M,72,14,6,16,5,7,15/04/1959,0,"33.763,00","295.340,12",20598.89,31888.12,37935.34,49827.18,37808.58,37653.44,39566.37,25894.47,5389.55,8778.18,0,0,103604.23,107290.08,109521.54,109909.05,111647.51,111647.51,111647.51,107801.38,106867.63,106867.63,0,0,1086804.07
KIM PATROCA KATAGUIRI,M,84,4,4,62,3,12,28/01/1996,0,"33.763,00","202.356,37",15889.67,9310.42,32389.53,35453.98,36648.40,30223.62,22699.49,16601.85,3139.41,0,0,0,75731.76,77161.59,78158.12,78158.12,78158.12,78158.12,71671.03,74027.30,75335.08,78886.98,0,0,765446.22
ANTÔNIO LUIZ RODRIGUES MANO JÚNIOR,M,67,8,17,6,3,30,16/04/1985,0,"33.763,00","272.306,50",35529.67,16147.74,37180.59,37869.41,76496.63,42600.85,18616.90,5577.94,2286.77,0,0,0,111053.08,111053.08,111053.08,111053.08,111053.08,111053.08,111053.08,110753.12,109724.67,109724.67,0,0,1107574.02
JOSE JUSCELINO DOS SANTOS REZENDE FILHO,M,85,4,3,1,0,1,06/11/1984,0,"33.763,00","391.234,28",39558.44,52848.98,44643.51,50698.44,48470.78,55791.11,40356.17,36000.27,18177.58,4637.09,51.91,0,110507.02,110507.02,111186.79,111532.15,110332.30,110764.64,111228.88,111228.88,111228.88,111228.88,0,0,1109745.44
GERALDO JUNIO DO AMARAL,M,91,1,0,30,0,0,30/06/1987,0,"33.763,00","179.389,33",16979.19,14451.11,25610.69,31335.45,31129.39,17956.64,18110.53,6532.70,3657.75,12777.63,848.25,0,111244.01,111568.64,104078.91,107929.17,107929.17,107929.17,104584.75,101899.75,98331.82,102672.03,0,0,1058167.42
JOÃO FERRARI JÚNIOR,M,90,0,2,9,0,3,13/07/1967,0,"33.763,00","94.663,23",8680.31,8762.84,8003.19,21597.73,19604.33,15478.69,6864.46,622.21,109.48,4939.99,0,0,110937.81,110937.81,110937.81,110654.13,111456.53,111089.43,111089.43,111089.43,111089.43,111089.43,0,0,1110371.24
JOSE LOURENÇO BOMFIM JUNIOR,M,54,12,26,0,1,20,18/10/1978,0,"33.763,00","325.684,69",11881.07,43757.09,56694.99,32636.52,44333.41,47598.39,27942.49,30668.11,18920.47,11252.15,0,0,111524.91,111594.60,111623.20,111623.20,111592.68,111586.81,111586.81,111586.81,111586.81,111586.81,0,0,1115892.64
ROGERIO TEIXEIRA JUNIOR,M,90,0,2,25,0,22,23/10/1976,0,"33.763,00","337.821,24",33072.15,34365.28,31977.44,39661.39,44814.09,26560.48,25486.90,17046.65,12279.37,71724.25,833.24,0,108921.19,110894.43,111659.58,111659.58,111659.58,111659.58,111659.58,111430.45,111319.90,111319.90,0,0,1112183.77
JÚLIO CÉSAR DELGADO,M,91,0,1,48,0,31,18/11/1966,0,"33.763,00","245.091,49",23586.52,35296.45,33823.83,34364.11,56841.53,17475.27,17669.93,11169.38,4631.02,9789.91,443.54,0,110986.45,110986.45,111235.30,111531.30,111550.51,109027.34,111593.02,110694.89,111562.28,110639.05,0,0,1109806.59
JÚLIO CÉSAR DE CARVALHO LIMA,M,86,4,2,29,1,2,25/08/1948,0,"33.763,00","329.807,36",48212.84,33482.83,56838.12,35813.07,40211.43,44250.16,29186.93,16972.21,7841.05,16998.72,0,0,111538.26,111538.26,111538.26,111538.26,111538.26,111501.88,111501.88,111161.80,111501.88,111191.15,0,0,1114549.89
JULIO CESAR RIBEIRO,M,87,2,3,60,6,6,24/02/1975,0,"33.763,00","263.477,95",26890.10,28619.85,35118.26,31477.20,38418.47,33269.13,13143.92,14635.22,24505.80,17400.00,0,0,110759.02,105263.07,106792.55,108795.61,111223.92,109230.11,110628.48,110962.29,111235.06,109124.74,0,0,1094014.85
JUAREZ ALVES DA COSTA,M,76,14,2,30,10,4,20/01/1960,0,"33.763,00","286.297,01",33762.77,29769.80,40259.36,37858.68,49103.29,26328.45,25776.41,20924.48,16871.27,5642.50,0,0,111162.37,111162.37,111162.37,111162.37,111162.37,111162.37,111162.37,111162.37,109674.42,108806.09,0,0,1107779.47
JOSIMAR CUNHA RODRIGUES,M,41,0,2,0,0,0,13/11/1976,0,"33.763,00","160.429,33",36371.45,47905.56,52338.19,17061.07,511.98,4108.54,1792.26,340.28,0,0,0,0,111471.60,111471.60,110571.71,110320.31,111471.60,111471.60,111508.56,109200.21,106309.55,106280.20,0,0,1100076.94
JOSIVALDO DOS SANTOS MELO,M,88,4,0,29,6,0,29/11/1983,0,"33.763,00","279.506,54",21390.12,50216.34,66242.26,54516.89,31532.54,14146.15,9948.48,25223.10,5493.00,601.81,195.85,0,109834.64,109133.04,108673.14,108126.11,109322.96,109689.09,110179.61,108448.10,109154.46,104914.27,0,0,1087475.42
GULLIEM CHARLES BEZERRA LEMOS,M,82,3,7,11,2,13,05/01/1976,0,"33.763,00","272.569,55",38644.26,43307.15,46413.68,34292.95,40271.63,18048.99,23755.06,10112.59,13734.90,3988.34,0,0,106277.34,110741.87,107850.38,102147.71,106945.98,111544.27,111280.11,111064.87,110913.41,94968.94,0,0,1073734.88
JOSIAS GOMES DA SILVA,M,53,14,1,14,6,8,14/10/1956,0,"33.763,00","244.965,94",37812.96,42560.03,33851.36,34320.23,29429.08,28432.62,38159.66,400.00,0,0,0,0,0.00,0.00,0.00,102768.71,105042.36,111420.19,111471.35,110889.20,110889.20,111143.56,0,0,763624.57
JOSÉ ALVES ROCHA,M,82,10,0,43,14,30,18/08/1948,0,"33.763,00","341.483,82",25275.02,33000.03,37777.87,42689.97,36822.12,29942.35,43118.28,38255.35,34560.49,20042.34,0,0,111617.11,111617.11,111617.11,111617.11,111617.11,111617.11,111617.11,111617.11,111617.11,111617.11,0,0,1116171.10
JOSÉ RICARDO WENDLING,M,87,4,1,52,1,2,23/06/1964,0,"33.763,00","379.737,78",47539.51,48226.11,44947.97,40154.45,56607.85,45635.99,32568.83,18088.42,9458.98,33245.54,3264.13,0,111659.66,111659.66,111659.66,111659.66,111659.66,111659.66,111659.66,111659.66,111659.66,111659.66,0,0,1116596.60
JOSEILDO RIBEIRO RAMOS,M,84,3,5,33,0,2,23/08/1957,0,"33.763,00","390.729,06",60500.14,44516.13,51988.63,37649.80,23871.94,49876.84,34364.16,32616.98,28446.92,26897.52,0,0,110975.34,111192.49,111192.49,111134.29,111501.09,111538.26,111538.26,111538.26,111538.26,111430.66,0,0,1113579.40
JOSÉ NUNES SOARES,M,37,0,0,0,0,0,18/12/1950,0,"33.763,00","152.004,38",51304.13,44699.63,41468.03,14382.59,150.00,0,0,0,0,0,0,0,111665.59,111589.78,111513.97,100362.57,0.00,0.00,0.00,0.00,0.00,0.00,0,0,435131.91
JOSÉ NELTO LAGARES DAS MERCEZ,M,76,9,7,11,6,27,19/09/1960,0,"33.763,00","359.343,92",18842.70,31027.78,65930.97,33393.00,58347.09,9066.40,44447.74,45204.58,52635.69,447.97,0,0,111520.25,111520.25,111520.25,111520.25,111520.25,109841.23,111520.25,111134.58,111411.47,108256.81,0,0,1109765.59
JOSÉ BENITO PRIANTE JÚNIOR,M,74,3,15,2,0,0,02/12/1963,0,"33.763,00","243.483,10",14028.01,21611.02,36293.55,46059.11,26042.21,30264.32,17847.28,45184.97,5617.88,534.75,0,0,97088.45,100844.39,98958.69,98302.80,98302.80,98302.80,98302.80,101247.86,101450.97,98059.58,0,0,990861.14
JOSE ANTONIO DOS SANTOS MEDEIROS,M,91,1,0,13,0,12,19/03/1970,1,"33.763,00","425.982,17",41612.96,57092.54,53792.40,51560.09,69600.74,44189.19,32055.20,28733.60,28925.42,18420.03,0,0,111465.46,107407.42,107407.42,109785.43,97298.23,106682.36,111653.49,111653.49,111653.49,111653.49,0,0,1086660.28
Carlos Roberto Coelho de Mattos Júnior,M,84,3,5,10,0,0,08/02/1982,0,"33.763,00","193.058,73",17012.14,20943.23,27544.00,16413.28,29052.38,31940.35,20649.20,10845.10,8605.79,8978.05,1075.21,0,107840.49,111522.26,105827.62,98809.78,110447.03,111102.14,104135.41,108845.03,110375.04,110523.12,0,0,1079427.92
JOSE MARIO SCHREINER,M,90,1,1,23,1,18,08/02/1961,0,"33.763,00","321.855,16",32378.68,34131.00,35150.44,34335.14,33895.08,34419.78,30802.48,30264.95,28822.57,27655.04,0,0,109957.51,110458.63,111653.60,110841.99,107595.56,106178.18,102628.43,103537.52,103537.52,100093.12,0,0,1066482.06
JOSÉ NOBRE GUIMARÃES,M,87,5,0,30,1,6,13/02/1957,0,"33.763,00","330.052,23",35580.92,49264.70,53330.78,44056.16,39099.98,40522.75,38743.31,5167.09,5484.15,18802.39,0,0,111580.82,111580.82,106516.85,111349.50,111617.20,111617.20,110824.75,111580.83,111580.83,111580.83,0,0,1109829.63
CARLOS HENRIQUE FOCESI SAMPAIO,M,87,1,4,14,0,5,31/03/1963,0,"33.763,00","314.513,00",25615.74,54934.33,51456.20,45438.40,42806.53,22600.90,21181.85,14951.58,15364.01,20163.46,0,0,103852.96,107767.17,108820.89,108820.89,108689.99,104762.85,103243.66,104762.85,104762.85,103901.13,0,0,1059385.24
CARLOS HENRIQUE AMORIM,M,79,1,12,33,1,24,21/04/1961,0,"33.763,00","365.968,75",38480.40,54727.25,51686.19,49827.56,38169.71,34594.12,36583.75,31857.00,13639.42,15863.38,539.97,0,107089.41,100838.78,96663.69,98112.79,100925.82,94627.79,96910.28,103302.09,107870.51,108426.55,0,0,1014767.71
ANTONIO CARLOS GOMES DA SILVA,M,92,0,0,21,2,4,13/06/1972,0,"33.763,00","266.017,48",18748.87,25578.63,34691.71,31224.22,55517.35,34811.05,23121.54,21226.21,8490.46,11675.18,932.26,0,92948.89,99271.45,96032.28,98637.08,102490.61,102621.52,102621.52,104715.99,106679.56,106679.56,0,0,1012698.46
WAGNER SOUSA GOMES,M,31,0,2,0,0,1,21/01/1979,0,"33.763,00","117.995,94",55521.07,32236.66,11029.18,23938.40,12950.64,18376.97,6416.85,4739.03,663.94,0,0,0,110473.50,110107.68,111586.87,111652.64,111665.79,110952.40,111665.74,111665.74,111665.74,111304.92,0,0,1112741.02
CARLOS ALBERTO CHIODINI,M,85,4,3,25,6,8,08/03/1982,2,"33.763,00","257.915,07",21142.87,33080.35,34458.92,35659.60,28696.29,31410.11,38827.88,16920.33,11149.03,6369.69,200.00,0,110052.14,109597.20,107219.44,108994.73,109943.02,110230.95,107098.15,107098.15,107098.15,110896.73,0,0,1088228.66
CARLOS GOMES BEZERRA,M,29,0,0,0,0,0,04/11/1941,0,"33.763,00","190.129,10",17099.28,53701.17,2047.03,848.36,647.00,58238.75,57547.51,0,0,0,0,0,111611.13,111611.13,111611.13,111611.13,111611.13,111611.13,110884.40,111611.13,111611.13,111611.13,0,0,1115384.57
FABIO ABREU COSTA,M,90,1,1,56,0,9,31/12/1972,0,"33.763,00","411.441,61",27176.43,43044.36,37886.06,54828.28,65451.97,38676.13,33219.21,38283.53,44917.64,27807.28,150.72,0,111501.54,111425.25,109950.47,110995.45,111125.87,111505.00,111580.82,111580.83,111580.83,111061.64,0,0,1112307.70
ALBERTO BARROS CAVALCANTE NETO,M,88,2,2,66,1,3,05/05/1982,0,"33.763,00","240.537,12",10761.97,32144.12,50784.42,59974.73,36167.69,18635.29,18846.91,9376.93,3645.06,200.00,0,0,111524.06,108183.95,109814.87,109505.49,111520.15,111370.71,111635.38,111635.38,111635.38,111635.38,0,0,1108460.75
CARLOS CAMILO GÓES CAPIBERIBE,M,89,3,0,67,5,20,23/05/1972,0,"33.763,00","337.744,18",57270.81,54545.96,40139.58,50674.76,29912.43,32899.67,36174.05,9998.80,8076.55,18051.57,0,0,111508.06,111508.06,111508.06,111508.06,110034.25,109670.30,105908.91,110137.58,107941.38,108704.50,0,0,1098429.16
JOSE AUGUSTO ROSA,M,85,3,4,29,2,39,04/10/1966,0,"33.763,00","297.009,79",32590.99,30742.36,42982.94,38181.18,46093.18,19473.47,21678.43,15614.72,14321.17,34465.04,866.31,0,111659.59,110586.80,107796.83,111659.59,111659.59,111659.59,110759.70,110888.26,111659.59,111659.59,0,0,1109989.13
